id	繁中
102302	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体魔法攻击力提升7%，魔法防御力提升12%(灵气)</font></p>
102203	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体魔法攻击力提升10%，魔法防御力提升15%(灵气)</font></p>
102303	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体魔法攻击力提升10%，魔法防御力提升15%(灵气)</font></p>
102401	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法攻击力提升5%</font></p>
102402	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法攻击力提升10%</font></p>
102403	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法攻击力提升15%</font></p>
102404	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法攻击力提升20%</font></p>
102501	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >普通攻击命中后累积1层，每层使魔法攻击力提升2%、魔法防御力提升1%，最多可累积5层</font></p>
102502	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >普通攻击命中后累积1层，每层使魔法攻击力提升2%、魔法防御力提升2%，最多可累积5层</font></p>
102503	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >普通攻击命中后累积1层，每层使魔法攻击力提升2%、魔法防御力提升3%，最多可累积5层</font></p>
102504	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >普通攻击命中后累积1层，每层使魔法攻击力提升2%、魔法防御力提升4%，最多可累积5层</font></p>
102601	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >对血量低于40%的目標伤害提升10%</font></p>
102602	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >对血量低于40%的目標伤害提升15%</font></p>
102603	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >对血量低于50%的目標伤害提升15%</font></p>
102604	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >对血量低于50%的目標伤害提升20%</font></p>
102701	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体物理攻击力提升10%(灵气)</font></p>
102801	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体物理攻击力提升10%(灵气)</font></p>
102702	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体物理攻击力提升20%(灵气)</font></p>
102802	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体物理攻击力提升20%(灵气)</font></p>
102901	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体闪避率提升10%(灵气)</font></p>
103001	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体闪避率提升10%(灵气)</font></p>
102902	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体闪避率提升20%(灵气)</font></p>
103002	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体闪避率提升20%(灵气)</font></p>
103101	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >暴击率提升5%</font></p>
103102	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >暴击率提升10%、攻击力提升5%</font></p>
103103	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >暴击率提升15%、攻击力提升7%</font></p>
103104	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >暴击率提升20%、攻击力提升10%</font></p>
103201	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒恢复最大血量2%</font></p>
103202	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒恢复最大血量4%</font></p>
103203	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒恢复最大血量6%</font></p>
103204	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒恢复最大血量8%</font></p>
103301	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >场上残留龙卷风，火龙施放技能可引爆造成1000%伤害</font></p>
103401	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >造成伤害提升50%，攻击速度提升30%，暴击率提升30，暴伤提升30%，效果期间【免疫】且不会受到伤害。效果结束后死亡</font></p>
103402	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >造成伤害提升100%，攻击速度提升60%，暴击率提升30%，暴伤提升30%，效果期间【免疫】且不会受到伤害。效果结束后死亡</font></p>
103403	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >造成伤害提升150%，攻击速度提升90%，暴击率提升30%，暴伤提升30%，效果期间【免疫】且不会受到伤害。效果结束后死亡</font></p>
103501	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >不可被普通攻击指定。下一次造成伤害时暴击率提升20%，触发后移除</font></p>
103502	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >不可被普通攻击指定。下一次造成伤害时暴击率提升40%，触发后移除</font></p>
103503	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >不可被普通攻击指定。下一次造成伤害时暴击率提升60%，触发后移除</font></p>
103601	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体魔法防御力提升10%(灵气)</font></p>
103701	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体魔法防御力提升10%(灵气)</font></p>
103602	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体魔法防御力提升20%(灵气)</font></p>
103702	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体魔法防御力提升20%(灵气)</font></p>
103603	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体魔法防御力提升30%(灵气)</font></p>
103703	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体魔法防御力提升30%(灵气)</font></p>
103801	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >无视1次受到的伤害</font></p>
103802	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >无视1次受到的伤害，攻击力提升20%</font></p>
103901	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >普通攻击必定暴击</font></p>
104001	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >下一次普通攻击对两个目标造成100%伤害</font></p>
104002	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >下一次普通攻击对两个目标造成150%伤害，并给予目标【晕眩】1秒</font></p>
104101	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每层使暴伤提升40%，最多可累积3层。暴击后移除</font></p>
104102	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每层使暴伤提升80%，最多可累积3层。暴击后移除</font></p>
104103	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每层使暴伤提升120%，最多可累积3层。暴击后移除</font></p>
104201	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体攻击力、防御力、暴击率、命中率、闪避率、普攻吸血提升5%(灵气)</font></p>
104301	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体攻击力、防御力、暴击率、命中率、闪避率、普攻吸血提升5%(灵气)</font></p>
104202	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体攻击力、防御力、暴击率、命中率、闪避率、普攻吸血提升7%(灵气)</font></p>
104302	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体攻击力、防御力、暴击率、命中率、闪避率、普攻吸血提升7%(灵气)</font></p>
104203	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体攻击力、防御力、暴击率、命中率、闪避率、普攻吸血提升10%(灵气)</font></p>
104303	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体攻击力、防御力、暴击率、命中率、闪避率、普攻吸血提升10%(灵气)</font></p>
204401	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每2秒造成自身最大血量5%魔法伤害</font></p>
204402	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每2秒造成自身最大血量7%魔法伤害</font></p>
204501	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >防御力减少20%</font></p>
204502	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >防御力减少40%</font></p>
204503	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >防御力减少60%</font></p>
204601	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到伤害提升10%</font></p>
204602	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到伤害提升20%</font></p>
204603	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到伤害提升30%</font></p>
204701	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >不可行动，期间内属性变更为无，受到伤害提升60%</font></p>
204801	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到伤害提升5%，死亡后转移至其他友方目标</font></p>
204802	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到伤害提升10%，死亡后转移至其他友方目标</font></p>
204803	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到伤害提升15%，死亡后转移至其他友方目标</font></p>
204804	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到伤害提升20%，死亡后转移至其他友方目标</font></p>
204901	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力减少10%，受到【恋人】持有者伤害提升4%，死亡后转移至其他友方目标</font></p>
204902	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力减少15%，受到【恋人】持有者伤害提升6%，死亡后转移至其他友方目标</font></p>
204903	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力减少20%，受到【恋人】持有者伤害提升8%，死亡后转移至其他友方目标</font></p>
204904	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力减少25%，受到【恋人】持有者伤害提升10%，死亡后转移至其他友方目标</font></p>
205001	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >达6层后下次普通攻击伤害提升50%，并攻击友方目标。攻击后移除</font></p>
205101	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >不可行动，期间内防御归零，受到伤害提升30%</font></p>
205201	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >物理攻击力减少10%</font></p>
205202	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >物理攻击力减少20%</font></p>
205203	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >物理攻击力减少30%</font></p>
205301	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >防御力减少10%，不可被驱散</font></p>
205302	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >防御力减少15%，不可被驱散</font></p>
205303	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >防御力减少20%，不可被驱散</font></p>
205304	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >防御力减少25%，不可被驱散</font></p>
205401	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >不可施放主动技能</font></p>
205501	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >命中率减少10%</font></p>
205502	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >命中率减少20%</font></p>
205503	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >命中率减少30%</font></p>
205601	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法攻击力减少10%</font></p>
205602	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法攻击力减少20%</font></p>
205603	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法攻击力减少30%</font></p>
205701	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >不可行动</font></p>
205801	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每2秒造成自身最大血量5%物理伤害</font></p>
205901	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每层使攻击速度减少5%、移动速度减少5%，最多可累积10层</font></p>
205902	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每层使攻击速度减少5%、移动速度减少5%，最多可累积10层</font></p>
206001	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >单体技能与普攻仅可指定施放者</font></p>
206101	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >短暂延迟后造成200%无视防御伤害，并窃取最多10点魔力。若寄生对象为水属性，则窃取魔力不受限制且立即引爆，并根据窃取的魔力量造成额外伤害</font></p>
206201	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >移除后造成180%无视防御伤害，并减少5点魔力</font></p>
206202	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >移除后造成210%无视防御伤害，并减少5点魔力</font></p>
206203	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >移除后造成240%无视防御伤害，并减少5点魔力</font></p>
206204	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >移除后造成270%无视防御伤害，并减少5点魔力</font></p>
206205	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >移除后造成300%无视防御伤害，并减少10点魔力</font></p>
206301	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >无法获得正面效果</font></p>
206401	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒造成自身当前血量2%伤害</font></p>
206402	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒造成自身当前血量4%伤害</font></p>
206403	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒造成自身当前血量6%伤害</font></p>
106501	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每失去2%血量，攻击力提升1%</font></p>
106502	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每失去2%血量，攻击力提升2%</font></p>
106503	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每失去2%血量，攻击力提升3%</font></p>
206601	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到伤害提升10%</font></p>
206602	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到伤害提升20%</font></p>
106701	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >效果期间不会受到伤害，物理攻击力提升100%</font></p>
106801	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力提升20%、防御力提升25%</font></p>
106802	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力提升20%、防御力提升25%、防御穿透提升50%</font></p>
106901	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒恢复自身最大血量0.1%</font></p>
106902	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒恢复自身最大血量0.3%</font></p>
106903	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒恢复自身最大血量0.5%</font></p>
107001	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击速度提升25%</font></p>
107002	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击速度提升50%</font></p>
107003	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击速度提升75%</font></p>
207101	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >最多可累积6层，满层后清除并造成伤害</font></p>
207201	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >普通攻击与施放技能时，有20%概率中断，并晕眩2秒</font></p>
207202	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >普通攻击与施放技能时，有40%概率中断，并晕眩2秒</font></p>
207203	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >普通攻击与施放技能时，有60%概率中断，并晕眩2秒</font></p>
107301	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒对自身周围造成20%伤害</font></p>
107302	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒对自身周围造成40%伤害</font></p>
107303	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒对自身周围造成60%伤害</font></p>
207401	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >最多可累积5层，满层后变为【导电体】</font></p>
207501	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到主动技能伤害时，传递30%伤害给其他【导电体】，触发后移除</font></p>
207502	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到主动技能伤害时，传递50%伤害给其他【导电体】，触发后移除</font></p>
207503	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到主动技能伤害时，传递70%伤害给其他【导电体】，触发后移除。若没有其他【导电体】，额外受到50%伤害</font></p>
107601	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >防御穿透提升20%、攻击力提升10%</font></p>
107602	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >防御穿透提升20%、攻击力提升10%</font></p>
107701	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >闪避率提升20%、普攻吸血提升15%、命中率提升20%</font></p>
107702	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >闪避率提升20%、普攻吸血提升15%、命中率提升20%</font></p>
107801	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法防御力提升20%</font></p>
107802	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法防御力提升20%。效果结束后恢复自身最大血量30%，并驱散自身的负面效果</font></p>
207901	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到恢复效果减少20%</font></p>
207902	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到恢复效果减少40%</font></p>
108001	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >不会受到负面效果影响，并驱散自身的负面效果</font></p>
108002	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >不会受到负面效果影响，并驱散自身的负面效果，暴击伤害提升20%、閃避率提升15%</font></p>
208101	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔力恢复效果减少30%</font></p>
208102	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔力恢复效果减少60%</font></p>
208103	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔力恢复效果减少90%</font></p>
108201	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >异常状态抗性提升10%</font></p>
108202	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >异常状态抗性提升20%</font></p>
108203	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >异常状态抗性提升30%</font></p>
108301	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >获得等同当前总封印量100%的攻击力、防御力</font></p>
208401	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒造成自身最大血量5%伤害，受到伤害提升10%</font></p>
208402	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒造成自身最大血量3%伤害，受到伤害提升10%</font></p>
208501	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒造成自身最大血量4%伤害，受到伤害提升3%</font></p>
208502	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每1秒造成自身最大血量4%伤害，受到伤害提升6%</font></p>
108601	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >不会受到任何减少移动速度、攻击速度、控制效果影响</font></p>
208701	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >时间结束后立即死亡，受到恢复效果时移除</font></p>
108801	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >角色身上冒出黑色气息</font></p>
208901	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每2秒造成施放者攻击力10%*层数的伤害，最多可累积12层</font></p>
109001	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体命中率提升10%(灵气)</font></p>
109101	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体命中率提升10%(灵气)</font></p>
109002	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体命中率提升20%(灵气)</font></p>
109102	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体命中率提升20%(灵气)</font></p>
209201	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力减少15%</font></p>
209202	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力减少30%</font></p>
209203	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力减少45%</font></p>
109301	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >暴击率提升25%、攻击速度提升20%</font></p>
109302	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >暴击率提升50%、攻击速度提升40%</font></p>
109303	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >暴击率提升75%、攻击速度提升60%</font></p>
109401	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到伤害减少50%，每1秒减少1层</font></p>
209501	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >闪避率减少10%</font></p>
209502	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >闪避率减少20%</font></p>
209503	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >闪避率减少30%</font></p>
209601	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >物理防御力减少10%</font></p>
209602	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >物理防御力减少20%</font></p>
209603	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >物理防御力减少30%</font></p>
209701	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法防御力减少10%</font></p>
209702	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法防御力减少20%</font></p>
209703	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法防御力减少30%</font></p>
209801	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每2秒造成自身最大血量3%伤害</font></p>
209802	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每2秒造成自身最大血量6%伤害</font></p>
209803	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每2秒造成自身最大血量9%伤害</font></p>
209901	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每3次普通攻击，造成自身最大血量3%伤害</font></p>
209902	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每3次普通攻击，造成自身最大血量6%伤害</font></p>
209903	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >每3次普通攻击，造成自身最大血量9%伤害</font></p>
210001	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到恢复效果减少30%，攻击速度减少15%</font></p>
210002	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到恢复效果减少60%，攻击速度减少30%</font></p>
210003	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >受到恢复效果减少90%，攻击速度减少45%</font></p>
210101	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔力恢复效果减少10%、移动速度减少15%</font></p>
210102	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔力恢复效果减少20%、移动速度减少30%</font></p>
210103	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔力恢复效果减少30%、移动速度减少45%</font></p>
110201	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔力恢复效果提升10%、移动速度提升15%</font></p>
110202	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔力恢复效果提升20%、移动速度提升30%</font></p>
110203	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔力恢复效果提升30%、移动速度提升45%</font></p>
110301	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >必定闪避伤害，闪避后减少1层，最多可累积3层</font></p>
110401	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >闪避率提升15%*层数，闪避后移除</font></p>
110501	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体暴击抗性提升15%(灵气)</font></p>
110601	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体暴击抗性提升15%(灵气)</font></p>
110502	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体暴击抗性提升30%(灵气)</font></p>
110602	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体暴击抗性提升30%(灵气)</font></p>
110503	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体暴击抗性提升45%(灵气)</font></p>
110603	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体暴击抗性提升45%(灵气)</font></p>
110701	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体异常状态抗性提升10%，每1秒恢复自身最大血量1%(灵气)</font></p>
110801	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体异常状态抗性提升10%，每1秒恢复自身最大血量1%(灵气)</font></p>
110702	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体异常状态抗性提升20%，每1秒恢复自身最大血量1%(灵气)</font></p>
110802	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体异常状态抗性提升20%，每1秒恢复自身最大血量1%(灵气)</font></p>
110703	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体异常状态抗性提升30%，每1秒恢复自身最大血量1%(灵气)</font></p>
110803	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体异常状态抗性提升30%，每1秒恢复自身最大血量1%(灵气)</font></p>
110901	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力提升10%、防御力提升10%、攻击速度提升15%</font></p>
110902	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力提升20%、防御力提升20%、攻击速度提升30%</font></p>
110903	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >攻击力提升30%、防御力提升30%、攻击速度提升45%</font></p>
111001	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" ></font></p>
111101	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" ></font></p>
111201	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" ></font></p>
111301	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" ></font></p>
111401	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法防御力提升15%</font></p>
111402	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法防御力提升30%</font></p>
111403	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >魔法防御力提升45%</font></p>
111501	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >将受到伤害的10%反弹给攻击者</font></p>
111502	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >将受到伤害的20%反弹给攻击者</font></p>
111503	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >将受到伤害的30%反弹给攻击者</font></p>
111601	<p style="margin:8"><font face = "Barlow-SemiBold16" color = "#763306" >友方全体物理防御力提升10%(灵气)</font></p>
